tɛ̀g.fɔ̌d,propriétaire du lieu,,,,
tɛ́g.kɛ́,quelque part,,,,
tɛ̰̌g,don,,,,
tìlé,temps,,,,
tɩ́,Anaph,,,,
tɩ̂,descendre,,,,
tɩ̌,arbre,,,,
tɩ̀.bɩ̌,"cri, sifflet",,,,
tɩ̀.bɩ́d,Lourde,,,,
tɩ́.cûd,guérison,,,,
tɩ́.fɛ̀d,petite,,,,
tɩ̀.kà̰fɔ̀d,sorcier,,,,
tɩ̀.kû,dos,,,,
tɩ́.lɔ̌,grimpeur,,,,
tɩ̀n,se bagarrer,,,,
tɩ̀n,"enfler, gonfler, rassasier",,,,
tɩ̂n,"claquer, gronder",,,,
tɩ́t,moudre,,,,
tɩ́t,Déic,,,,
tɩ̌t,amertume,,,,
tɩ̀t.bá,fouet,,,,
tǒ,"fermer, enterrer",,,,
tód,"faire accompagner, faire envoyer",,,,
tǒd,matriclan,,,,
tò.dǒ,gombo,,,,
tǒg,lèpre,,,,
tòg.fɔ̌d,lépreux,,,,
tôn,tendon,,,,
tò.nǐn,cheville,,,,
tót,passer,,,,
tǒt,compter,,,,
tò.tǒ,forgeron,,,,
tò.tɔ̰̌,taille,,,,
tɔ̌,enclume,,,,
tɔ̰̌,intérêt,,,,
tɔ̰̌,grandeur,,,,
tɔ̰̌d,grandir,,,,
tɔ̂k,"pied, jambe",,,,
tɔ̰̌k,délayer,,,,
tɔ̀n,être touffu,,,,
tɔ̌n,fer,,,,
tɔ̰̀.tɔ̌,poumon,,,,
tǔ,père,,,,
tṵ̀.dǒ,hérisson,,,,
túg,porter,,,,
tùg,creuser,,,,
tù.gɔ̌,vomir,,,,
tǔk,daba,,,,
túkákùdò,cent,,,,
túkɛ̀,deux cents,,,,
tù.lɛ̂,grand père,,,,
tún,écureuil,,,,
tûn,commissionner,,,,
tǔn,relier,,,,
tǔŋɛ.mù.câd,grande soeur du père,,,,
tǔŋɛ.ɲɛ̀.fɔ̌d,grand frère du père,,,,
tù.sí,famille du père,,,,
tʋ́,tomber,,,,
tʋ̌n,chenille,,,,
vá.bɩ̀,petit,,bavardage,,
vǎd,échange,,,,
và̰.dín,chemise,,,,
vǎn,"habit, pagne",,,,
và̰.té,tisserand,,,,
və̀t,percer,,,,
vɛ̌t,prune,,,,
vɩ́k,trou,des,boucles d'oreilles,,
vjɛ̌,"blanc, fluidité",,,,
vǔn,hangar,,,,
wâ,mélanger,,,,
wâ,finesse,,,,
wâ,quelqu'un,,,,
wád,faire mal,,,,
wàd,séparer de,,,,
wǎd,fendiller,,,,
wâk,jeter,,,,
wǎk,sécher,,,,
wǎk,sécheresse,,,,
wě,trou,,,,
wéd.cɛ̰̌,crocodile,,,,
wɛ́,"s'intensifier, chauffer",,,,
wɛ̌,feuille,,,,
wɛ́d,N,,,,
wìd,regarder,,,,
wɩ́,Prn,,,,
wɩ́t,Déic,,,,
wǒ,noirceur,,,,
wónɛ́,regarder,,,,
wóré,Ton,,,,
wót,t ,Prn,,,
wɔ̂,oublier,,,,
wɔ̌,noircir,,,,
wɔ̌,serpent,,,,
wɔ́d,polir,,,,
wú,quelque chose,,,,
wú,Prn,,,,
wǔ,enlever,,,,
wǔd,"se laver, se verser de l'eau dessus",,,,
wûn,verser,,,,
wúrɛ́,Ton,,,,
wʋ́,étoile,,,,
wʋ̂,noir,,,,
yà,être malade,,,,
yâ,ordure,,,,
yǎ̰,maladie,,,,
yá.cét,ventre,,,,
yád,N,,,,
yàd,V,,,,
yâd,bailler,,,,
yǎd,insecte,,,,
yǎd,esquisser,,,,
yà.fú,interdit alimentaire,,,,
yà.gá,funérailles,,,,
yá.gɔ̰̂,menthe religieuse,,,,
yà.gɔ̌,grosse hache,,,,
yá.jǎ,"fusil, flèche",,,,
yǎk,laisser,,,,
yǎk,secouer,,,,
yà.kón,après-midi,,,,
yà.lón,gombo,,,,
yá.pɛ̂t,commerçant,,,,
yàsɛ̰̌,fruits,,,,
yát,chose,,,,
yàt,secouer,,,,
yá.tá,"gain, chose acquise",,,,
yá.tò.bǐ,éleveur,,,,
yà.tǒg,épilepsie,,,,
yá.tɔ̌,animal,,,,
yá.yít,chose,,,,
yə̌d,avoir lieu,,,,
yê,année,,,,
yég,demander,,,,
yét,Prn,,,,
yèt,se lever,,,,
yět,arrêter,,,,
yɛ́,unique,,,,
yɛ́,particule initiative,,,,
yɛ̌d,encore,,,,
yɛ̂t,ami,,,,
yɛ̌t,conseiller,,,,
yí,sauter,,,,
yí,Prn,,,,
yí.bǔ,mois,,,,
yí.cɔ̂.,coépouse,,,,
yìd,tirer vers soi,,,,
yín,lune,,,,
yîn,bondir,,,,
yɩ́t,porc-épic,,,,
yɩ̌t,appeler,,,,
yɩ̌t,levée,,,,
yǒ,"bagarre, dispute, palabre",,,,
yɔ̀,allumer,,,,
yɔ̂,diviser,,,,
yɔ̌,arroser,,,,
yû,parole,,,,
yû,pêcher,,,,
yù.kɔ̰̌,bagarreur,,,,
yún,trop grand,,,,
yùn,voler,,,,
yùtɩ́,petit arbre fibreux,,,,
zá̰,sort,,,,
zǎ̰,pluie,,,,
zǎd,D invitation,,,,
zǎd,inviter,,,,
zà.gát,préoccupations,,,,
zà.gɛ.nâ,chauve-souris,,,,
zà.mɔ̌,cultivateur vaillant,,,,
zà.pɛ̰́,ennemi,,,,
zɛ̌t,rangée,,,,
zɛ̰́.tɩ̌,baobab,,,,
zí,accouchement,,,,
zì.tǒt,hibou,,,,
zɩ́g,attente,,,,
zǒt,amertume,,,,
zɔ̌,préparation,,,,
zɔ̰̌,N,,,,
